"label","cleaned_text"
"normal","we both have gone there earlier."
"normal","but mother we have not experienced it."
"normal","instead of hotels let us stay in tents."
"normal","i will book the flight tickets and hotel"
"normal","i will check out what your plan is and get back to you.put on hold."
"normal","sir i have checked and everything seems to be right."
"normal","sir are you connected through wifi?"
"normal","just because i am connected through wifi, the speed cannot reduce by such an extent."
"normal","what is this nonsense ? how can my laptop because such a reduction in the speed ? i am a computer science engineer, and you cannot tell such silly reasons to me. what is this ?"
"normal","wait sir i will transfer to my senior."
"normal","sir from which website are you testing the speed?"
"normal","from the global broadband speed test."
"normal","sir they are giving you wrong results. they ping you through servers from outside india and show that you have less speed."
"normal","what ? no, they do it from a local server in india."
"normal","sir believe me, i know them. they are all like this, they will be having many servers in us, uk and other countries and fake it."
"normal","that is absurd, they have a good reputation and show the results as they are."
"normal","sir i know you are technical person and there will be many problems here also. because of pipelining, insulation, bandwidth, server problems etc it is difficult to give the exact speed. submarines in the ocean laying the lines and all we have many problems."
"normal","ok i understand that you cannot give exactly 512kbps speed, but it will be somewhere close to it. and why are you talking about submarines and insulation and all ?"
"normal","sir because you are technical person i had to explain to you all the details that will affect the speed of your connection."
"normal","and he goes on speaking some nonsense about insulation, bandwidth and submarines. i could not control my laughter, so i hang up."
"normal","hello, may i speak to mr. adams?"
"normal","how are you today? "
"normal","is this the house you wanted to show us?"
"normal","yes, madam."
"normal","i know it is smaller than you wanted, but it is one of the best houses in this locality."
"normal","it looks too small for a family of four."
"normal","i think we could manage this way. but do not you have any three-bedroom house?"
"normal","i would like to buy a good mobile phone set. do you have any new model?"
"normal","here are some models on the display. these are the latest designs and new arrivals."
"normal","okay. show me those black ones."
"normal","these are here, sir."
"normal","how much is this one?"
"normal","it is six thousand taka only, sir."
"normal","no sir. it is a fixed price. you may compare it at other shops."
"normal","i think it is too much!"
"normal","has it any warranty?"
"normal","of course. it has the one-year limited warranty."
"normal","well, does the set have all the multimedia features?"
"normal","certainly, sir. please look here, this one side of the box."
"normal","ok, i think it is not bad. pack it up, please."
"normal","you may take it without any worry. even if any problem, please contact us. here is our visiting card."
"normal","all right. here is your money."
"normal","you are most welcome."
"normal","i want to borrow some books. "
"normal","yes, it is available. "
"normal","where is it? "
"normal","shall i take the book? "
"normal","where is your old book?"
"normal","here it is. "
"normal","what is the name of the book? "
"normal","all the newspapers are available here. "
"normal","then any special there?"
"normal","sorry that took so long."
"normal","what are you thinking of?"
"normal","speaking of does he have any cash yet?"
"normal","no problem. i will send to your email."
"normal","how much are ü willing to pay?"
"normal","when i have stuff to sell i will tell you."
"normal","i love you."
"normal","i hate you."
"normal","will you marry me.?"
"normal","what is in your hand?"
"normal","what are you thinking?"
"normal","i like fruits and vegetables."
"normal","i am going aboard."
"normal","are you married.?"
"normal","it will be done by next month."
"normal","what did you do today?"
"normal","will you do me a favor?"
"normal","will you share your data with me?"
"normal","where do we go today?"
"normal","i am the principal of your school. i have sent you a link, click on it. and pay fee.177. will you go for a walk with me?"
"normal","are you saying mr. ramesh, you have checked your message box whether you have received a coupon of ₹ 500000."
"normal","i will join the airforce."
"normal","what is the number in the paper?"
"normal","that is fine. we will make it next time. "
"normal","i see. well, i would be delighted to have you over and join the gathering."
"normal","great! i will be expecting you."
"normal","all right then."
"normal","i have to pick up my grandparents at the airport in the morning then help my parents prepare for the gathering in the afternoon. "
"normal","i was thinking of going to the cinema with you. there is a good movie to watch, but if you are not available …"
"normal","oh … i have a family gathering in the evening. why, what did you have in mind?"
"normal","jane refuses bob’s invitation to go to the cinema because she has to attend a family gathering. "
"normal","wait till you hear this! ted just got engaged to jack!"
"normal","lucy and patrick talk about same sex marriage."
"normal","you are pulling my leg! they are just friends, lucy."
"normal","they are a couple, patrick. you can ask ted yourself if you do not trust me."
"normal","well, i do not think it is polite to ask people about their sexual orientation."
"normal","i do not think so. today, the gay community is more open. have you heard of lgbt? it stands for lesbian, gay, bisexual and transgender."
"normal","yes i know. i just think it is their private life and they will tell me when they are ready"
"normal","you are too busy studying, you never have time to see them."
"normal","what do you think of gay marriage, lucy?"
"normal","people should be able to do whatever they want. but i cannot imagine if my parents were both men or both women. "
"normal","i know, anything that is different from your own experience can be hard to imagine.200. yes, but as long as both parents love the child everything will be fine no matter the sex of the parents."
"normal","i agree, and speaking personally, people like ted and jack sure have the right to be happy."
"normal","that is so sweet of you."
"normal","not too bad, overall. i am worried about english and chemistry, though. how is yours going on?"
"normal","mine is alright. i am also finding chemistry to be bit challenging because of its vast syllabus and too much memorization in organic chemistry."
